0, clear-night
1, clear-night
2, clear-night
3, clear-night
4, clear-day
5, partly-cloudy-day
6, clear-day
7, partly-cloudy-day
8, clear-day
9, clear-day
10, clear-day
11, clear-day
12, clear-day
13, clear-day
14, clear-night
15, clear-night
16, clear-night
17, clear-night
18, clear-night
19, clear-night
20, clear-day
21, clear-day
22, clear-day
23, clear-day
24, clear-day
25, clear-day
26, clear-day
27, clear-day
28, clear-day
29, clear-day
30, clear-day
31, clear-day
32, clear-day
33, clear-day
34, clear-day
35, partly-cloudy-day
36, partly-cloudy-day
37, cloudy
38, clear-night
39, clear-night
40, clear-night
41, clear-night
42, clear-night
43, clear-night
44, clear-day
45, clear-day
46, clear-day
47, clear-day
48, clear-day
49, clear-day
50, clear-day
51, clear-day
52, partly-cloudy-day
53, partly-cloudy-day
54, rain
55, rain
56, partly-cloudy-day
57, clear-day
58, rain
59, rain
60, rain
61, rain
62, clear-day
63, rain
64, partly-cloudy-day
65, cloudy
66, partly-cloudy-day
67, partly-cloudy-day
68, clear-day
69, clear-day
70, clear-day
71, partly-cloudy-day
72, partly-cloudy-night
73, partly-cloudy-night
74, clear-day
75, clear-day
76, clear-day
77, clear-day
78, clear-day
79, clear-day
80, wind
81, wind
82, wind
83, wind
84, partly-cloudy-day
85, partly-cloudy-day
86, partly-cloudy-night
87, partly-cloudy-night
88, partly-cloudy-night
89, clear-night
90, clear-night
91, partly-cloudy-day
92, partly-cloudy-day
93, clear-day
94, clear-day
95, cloudy
96, partly-cloudy-day
97, partly-cloudy-day
98, clear-night
99, clear-night
100, clear-day
101, clear-day
102, clear-day
103, clear-day
104, clear-day
105, clear-day
106, clear-day
107, clear-day
108, clear-day
109, clear-day
110, clear-day
111, clear-day
112, clear-day
113, clear-day
114, clear-day
115, clear-day
116, wind
117, wind
118, wind
119, clear-night
120, clear-night
121, clear-night
122, clear-night
123, clear-night
124, clear-day
125, clear-day
126, wind
127, partly-cloudy-day
128, partly-cloudy-day
129, cloudy
130, cloudy
131, partly-cloudy-day
132, partly-cloudy-day
133, partly-cloudy-day
134, partly-cloudy-day
135, clear-night
136, clear-night
137, clear-day
138, clear-day
139, clear-day
140, clear-day
141, clear-day
142, clear-day
143, clear-day
144, clear-day
145, partly-cloudy-day
146, partly-cloudy-day
147, partly-cloudy-day
148, partly-cloudy-day
149, partly-cloudy-day
150, partly-cloudy-day
151, partly-cloudy-day
152, clear-day
153, clear-day
154, clear-day
155, clear-day
156, clear-day
157, clear-night
158, clear-day
159, clear-day
160, clear-day
161, clear-day
162, clear-night
163, clear-night
164, clear-night
165, clear-night
166, clear-day
167, clear-day
168, clear-day
169, clear-day
170, clear-day
171, clear-day
172, clear-day
173, clear-day
174, clear-day
175, clear-day
176, clear-day
177, clear-day
178, clear-day
179, clear-day
180, clear-day
181, clear-day
182, clear-night
183, clear-night
184, clear-day
185, clear-day
186, clear-day
187, clear-day
188, clear-day
189, clear-day
190, clear-day
191, clear-day
192, clear-day
193, clear-day
194, clear-day
195, clear-night
196, clear-night
197, clear-night
198, clear-night
199, clear-day
200, clear-day
201, clear-day
202, clear-day
203, partly-cloudy-day
204, partly-cloudy-day
205, partly-cloudy-day
206, partly-cloudy-day
207, clear-day
208, clear-day
209, clear-day
210, clear-day
211, partly-cloudy-day
212, partly-cloudy-day
213, partly-cloudy-day
214, partly-cloudy-day
215, partly-cloudy-day
216, partly-cloudy-day
217, partly-cloudy-day
218, partly-cloudy-day
219, clear-night
220, cloudy
221, cloudy
222, cloudy
223, cloudy
224, partly-cloudy-day
225, partly-cloudy-day
226, partly-cloudy-day
227, clear-day
228, clear-day
229, clear-day
230, clear-day
231, clear-day
232, clear-day
233, clear-day
234, clear-day
235, clear-day
236, partly-cloudy-day
237, partly-cloudy-day
238, cloudy
239, cloudy
240, partly-cloudy-day
241, partly-cloudy-day
242, partly-cloudy-day
243, clear-day
244, clear-day
245, partly-cloudy-day
246, rain
247, clear-day
248, clear-day
249, partly-cloudy-day
250, rain
251, partly-cloudy-day
252, clear-day
253, clear-day
254, clear-day
255, clear-day
256, partly-cloudy-day
257, partly-cloudy-day
258, clear-night
259, clear-night
260, clear-night
261, clear-night
262, clear-night
263, clear-night
264, clear-night
265, clear-night
266, clear-night
267, clear-night
268, clear-night
269, clear-night
270, clear-night
271, clear-night
272, clear-night
273, clear-day
274, clear-day
275, clear-day
276, clear-day
277, partly-cloudy-day
278, partly-cloudy-day
279, clear-day
280, clear-day
281, partly-cloudy-day
282, partly-cloudy-day
283, partly-cloudy-day
284, partly-cloudy-day
285, partly-cloudy-day
286, partly-cloudy-day
287, partly-cloudy-day
288, partly-cloudy-day
289, clear-night
290, clear-night
291, clear-night
292, clear-night
293, clear-night
294, clear-night
295, clear-day
296, clear-day
297, clear-day
298, clear-day
299, clear-day
300, clear-day
301, clear-day
302, clear-day
303, clear-day
304, clear-day
305, clear-day
306, clear-day
307, clear-day
308, clear-day
309, clear-day
310, clear-day
311, clear-night
312, clear-night
313, clear-day
314, clear-day
315, clear-day
316, clear-day
317, clear-day
318, clear-day
319, clear-day
320, clear-day
321, clear-night
322, clear-night
323, clear-night
324, clear-night
325, clear-night
326, clear-night
327, clear-day
328, clear-day
329, clear-day
330, clear-day
331, clear-day
332, clear-day
333, clear-day
334, clear-day
335, clear-day
336, clear-day
337, clear-day
338, partly-cloudy-day
339, partly-cloudy-day
340, partly-cloudy-day
341, partly-cloudy-day
342, clear-day
343, clear-day
344, partly-cloudy-day
345, partly-cloudy-day
346, cloudy
347, cloudy
348, clear-night
349, clear-night
350, clear-night
351, clear-night
352, clear-night
353, partly-cloudy-day
354, cloudy
355, clear-day
356, clear-day
357, clear-day
358, clear-day
359, clear-day
360, cloudy
361, partly-cloudy-night
362, cloudy
363, cloudy
364, clear-night
365, clear-night
366, clear-day
367, clear-day
368, clear-day
369, clear-day
370, clear-day
371, clear-day
372, clear-day
