1010, partly-cloudy-night
1011, partly-cloudy-night
1012, partly-cloudy-night
1013, cloudy
1014, clear-day
1015, partly-cloudy-day
1016, clear-day
1017, partly-cloudy-day
1018, clear-day
1019, clear-day
1020, clear-day
1021, clear-day
1022, clear-night
1023, clear-night
1024, clear-night
1025, clear-night
1026, clear-night
1027, clear-night
1028, clear-night
1029, clear-night
1030, clear-day
1031, clear-day
1032, partly-cloudy-day
1033, partly-cloudy-day
1034, clear-day
1035, clear-day
1036, clear-day
1037, clear-day
1038, clear-day
1039, clear-day
1040, clear-day
1041, clear-day
1042, clear-night
1043, clear-night
1044, clear-night
1045, clear-night
1046, clear-night
1047, clear-night
1048, clear-night
1049, clear-night
1050, clear-night
1051, clear-night
1052, clear-night
1053, clear-day
1054, clear-day
1055, clear-day
1056, clear-day
1057, clear-day
1058, clear-day
1059, clear-day
1060, clear-day
1061, clear-day
1062, clear-day
1063, clear-day
1064, clear-day
1065, clear-day
1066, clear-day
1067, clear-day
1068, rain
1069, rain
1070, rain
1071, rain
1072, rain
1073, rain
1074, cloudy
1075, rain
1076, rain
1077, rain
1078, rain
1079, rain
1080, rain
1081, rain
1082, rain
1083, rain
1084, rain
1085, rain
1086, rain
1087, clear-night
1088, clear-night
1089, clear-night
1090, clear-night
1091, clear-night
1092, partly-cloudy-night
1093, clear-night
1094, clear-night
1095, clear-night
1096, clear-night
1097, clear-night
1098, clear-night
1099, clear-night
1100, clear-night
1101, clear-night
1102, clear-night
1103, partly-cloudy-night
1104, partly-cloudy-night
1105, partly-cloudy-day
1106, partly-cloudy-day
1107, partly-cloudy-day
1108, clear-day
1109, clear-day
1110, clear-day
1111, cloudy
1112, cloudy
1113, cloudy
1114, clear-day
1115, clear-day
1116, clear-day
1117, cloudy
1118, cloudy
1119, partly-cloudy-night
1120, partly-cloudy-night
1121, partly-cloudy-night
1122, partly-cloudy-night
1123, partly-cloudy-night
1124, clear-night
1125, clear-night
1126, clear-night
1127, clear-night
1128, clear-night
1129, clear-day
1130, partly-cloudy-day
1131, partly-cloudy-day
1132, wind
1133, cloudy
1134, clear-night
1135, clear-night
1136, cloudy
1137, cloudy
1138, partly-cloudy-night
1139, clear-night
1140, clear-night
1141, partly-cloudy-night
1142, clear-day
1143, clear-day
1144, clear-day
1145, clear-day
1146, partly-cloudy-day
1147, clear-day
1148, clear-night
1149, clear-night
1150, clear-night
1151, clear-night
1152, clear-day
1153, clear-day
1154, clear-day
1155, clear-day
1156, clear-day
1157, clear-day
1158, clear-day
1159, partly-cloudy-day
1160, cloudy
1161, partly-cloudy-day
1162, partly-cloudy-day
1163, clear-day
1164, partly-cloudy-day
1165, clear-night
1166, clear-night
1167, partly-cloudy-night
1168, clear-night
1169, clear-night
1170, clear-night
1171, clear-night
1172, clear-day
1173, clear-day
1174, clear-day
1175, partly-cloudy-day
1176, partly-cloudy-day
1177, clear-day
1178, clear-day
1179, clear-day
1180, clear-day
1181, clear-day
1182, clear-day
1183, clear-night
1184, clear-night
1185, clear-night
1186, clear-night
1187, clear-day
1188, clear-day
1189, clear-day
1190, clear-day
1191, clear-day
1192, clear-day
1193, clear-day
1194, clear-day
1195, partly-cloudy-night
1196, clear-night
1197, clear-night
1198, clear-night
1199, clear-night
1200, clear-day
1201, clear-day
1202, clear-day
1203, clear-day
1204, clear-day
1205, clear-day
1206, clear-day
1207, clear-day
1208, clear-day
1209, clear-day
1210, clear-day
1211, clear-day
1212, clear-night
1213, clear-night
1214, cloudy
1215, cloudy
1216, cloudy
1217, clear-night
1218, partly-cloudy-day
1219, partly-cloudy-day
1220, partly-cloudy-day
1221, partly-cloudy-day
1222, partly-cloudy-day
1223, partly-cloudy-day
1224, partly-cloudy-day
1225, partly-cloudy-day
1226, clear-night
1227, clear-night
1228, clear-night
1229, clear-night
1230, clear-night
1231, clear-night
1232, clear-night
1233, clear-night
1234, clear-night
1235, clear-night
1236, clear-night
1237, clear-night
1238, clear-day
1239, clear-day
1240, clear-day
1241, clear-day
1242, clear-day
1243, clear-day
1244, clear-night
1245, clear-night
